Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Churn,Customer Value
23,0,29,0,1000,43,8,13,2,1,2,1,48.6
21,0,32,8,10480,89,7,38,5,1,1,0,52.75
13,0,32,1,5863,94,18,20,2,1,1,1,271.935
5,0,30,1,2885,18,7,10,3,1,1,0,88.65
9,0,31,0,3035,37,7,12,3,1,2,1,93.15
9,1,32,0,2313,40,26,27,3,1,2,1,77.19
5,0,32,0,305,6,7,2,3,1,2,1,11.25
5,0,32,1,305,6,7,2,3,1,1,0,11.25
5,0,29,1,6830,93,7,18,5,1,1,0,34.5
5,0,32,0,305,6,7,2,4,1,2,1,5.625
5,0,32,1,305,6,7,2,5,1,1,1,1.875
25,0,27,3,16120,234,7,76,2,1,1,0,728.55
6,0,30,3,7010,112,263,29,2,2,1,0,433.8
5,0,32,1,3763,78,7,24,2,1,1,0,172.485
5,0,31,0,1710,40,30,16,3,1,2,0,60.3
6,0,32,1,2825,49,167,19,2,1,1,0,202.275
5,0,23,1,1360,32,185,7,2,2,1,0,144.45
5,0,22,1,1613,35,22,64,4,1,1,0,27.495
11,0,23,0,745,21,7,3,2,1,2,0,36.675
5,0,22,0,305,6,13,2,4,1,2,0,6.525
10,0,21,1,1270,28,11,9,2,1,1,0,62.1
5,0,21,1,3270,57,7,19,3,1,1,0,100.2
5,0,14,1,1740,22,20,10,2,1,1,0,87.3
16,0,13,1,6438,137,77,38,2,2,1,0,324.36
12,0,11,1,8978,167,65,36,4,1,1,0,144.42
8,0,12,3,2898,41,23,15,3,1,1,0,93.84
5,0,5,1,4435,36,207,6,3,1,1,0,195.15
5,1,5,0,1533,15,7,3,3,1,1,1,48.09
15,0,43,1,4855,85,23,24,3,1,1,0,152.55
7,0,44,0,803,19,25,11,3,1,2,0,31.59
17,0,42,1,2938,74,377,31,3,1,1,0,201.24
17,0,43,1,4683,80,19,42,1,1,1,0,292.38
10,0,43,1,2878,72,20,40,2,1,1,0,138.51
18,0,43,2,4260,96,50,35,3,1,1,0,142.8
11,0,43,1,2845,53,303,25,3,1,1,0,176.25
20,0,42,3,9600,135,162,50,3,1,1,0,336.6
14,0,43,1,14258,183,18,51,3,1,1,0,433.14
14,0,43,2,5000,97,20,32,3,1,1,0,156
13,0,43,1,6403,109,25,19,3,1,1,0,199.59
16,1,43,0,2723,68,26,24,3,1,2,0,89.49
32,0,43,4,15625,239,72,39,3,1,1,0,490.35
11,0,43,2,3580,41,501,15,3,1,1,0,257.7
16,0,42,1,15970,196,168,37,2,1,1,0,794.25
10,0,42,2,6985,100,204,33,3,1,1,0,270.75
7,0,42,0,1360,28,18,18,2,1,2,0,69.3
9,0,43,0,1195,28,31,15,3,1,2,0,45.15
7,0,42,0,485,14,18,7,2,1,2,1,29.925
10,0,42,1,7993,141,402,50,3,1,1,0,360.39
14,0,42,2,11950,168,29,54,4,1,1,0,183.6
15,0,42,2,7203,89,126,44,2,1,1,0,380.835
30,0,38,0,1440,61,34,24,3,1,2,1,53.4
28,0,41,9,10920,107,19,49,5,2,1,0,55.55
20,0,41,2,6303,112,44,31,2,1,1,0,303.435
8,0,39,1,3325,36,18,21,3,1,1,0,105.15
16,1,40,0,3475,55,27,23,3,1,2,1,112.35
16,1,41,0,2753,58,52,38,4,1,2,1,49.095
7,1,41,0,618,16,18,9,3,1,2,1,23.94
8,0,41,1,2153,39,18,13,4,1,1,0,34.995
10,0,38,2,7270,111,32,29,5,1,1,0,37.95
7,0,41,0,1113,21,27,11,4,1,2,1,20.745
7,0,41,2,823,18,22,9,5,1,1,0,5.215
32,1,36,4,16560,252,18,87,2,2,1,0,753.3
13,0,39,4,7450,130,289,40,3,2,1,0,310.2
9,0,41,1,4203,96,20,35,3,1,1,0,132.09
10,0,40,0,2150,58,56,27,3,1,2,0,81.3
13,0,41,1,3265,67,193,30,2,1,1,0,233.775
11,0,32,2,1800,50,211,18,3,2,1,0,117.3
11,0,31,1,2053,53,48,75,5,1,1,0,12.665
18,0,32,0,1185,39,28,14,3,1,2,0,43.95
7,0,31,0,1310,24,39,10,4,1,2,0,25.5
17,0,30,1,1710,46,37,20,2,1,1,0,93.6
9,0,30,1,3710,75,26,30,3,1,1,0,119.1
9,0,23,1,2180,40,46,21,3,1,1,0,79.2
23,0,22,2,6878,155,103,49,2,2,1,0,355.86
19,0,20,1,9418,185,91,47,5,1,1,0,51.64
15,0,21,4,3338,59,49,26,3,1,1,0,114.84
9,0,14,2,4875,54,233,17,3,1,1,0,216.15
10,0,14,2,1973,33,18,14,3,1,1,1,64.59
11,0,37,1,4495,69,7,14,3,1,1,0,136.95
5,0,38,0,305,6,7,2,3,1,2,0,11.25
13,0,36,1,2578,58,355,21,3,1,1,0,183.84
13,0,37,1,4323,64,7,32,1,1,1,0,263.58
6,0,37,1,2518,56,7,30,2,1,1,0,116.46
14,0,37,2,3900,80,28,25,3,1,1,0,125.4
7,0,37,1,2485,37,281,15,3,1,1,0,158.85
16,0,36,3,9240,119,140,40,3,1,1,0,319.2
10,0,37,1,13898,167,7,41,3,1,1,0,419.04
10,0,37,2,4640,81,7,22,3,1,1,0,141.3
9,0,37,1,6043,93,7,9,3,1,1,0,183.39
12,0,37,0,2363,52,7,14,3,1,2,0,72.99
28,0,37,4,15265,223,50,29,3,2,1,0,472.95
7,0,37,2,3220,25,479,5,3,1,1,0,240.3
12,0,36,1,15610,180,146,27,2,1,1,0,768.15
6,0,36,2,6625,84,182,23,3,1,1,0,253.35
5,0,36,0,1000,12,7,8,2,1,2,0,48.15
5,0,37,0,835,12,9,5,3,1,2,0,27.75
5,0,36,0,305,6,7,2,2,1,2,1,16.875
6,0,36,1,7633,125,380,40,3,1,1,0,342.99
10,0,36,2,11590,152,7,44,4,1,1,0,174.9
11,0,36,2,6843,73,104,34,2,1,1,0,354.735
26,1,32,0,1080,45,12,14,3,1,2,1,36
24,0,35,9,10560,91,7,39,5,1,1,0,53.15
16,0,35,2,5943,96,22,21,2,1,1,1,277.335
5,0,33,1,2965,20,7,11,3,1,1,0,91.05
12,1,34,0,3115,39,7,13,3,1,2,1,95.55
12,0,35,0,2393,42,30,28,4,1,2,1,40.395
5,1,35,0,305,6,7,2,3,1,2,1,11.25
5,0,35,1,1793,23,7,3,4,1,1,0,27.945
6,0,32,2,6910,95,10,19,5,1,1,0,35.05
5,0,35,0,305,6,7,2,4,1,2,1,5.625
5,0,35,1,305,6,7,2,5,1,1,0,1.875
28,0,30,4,16200,236,7,77,2,2,1,0,732.15
9,0,33,4,7090,114,267,30,3,2,1,0,292.8
5,0,35,1,3843,80,7,25,3,1,1,0,117.39
6,0,34,0,1790,42,34,17,3,1,2,0,63.9
9,0,35,1,2905,51,171,20,2,1,1,0,207.675
7,0,26,2,1440,34,189,8,3,2,1,0,99.9
7,0,25,1,1693,37,26,65,5,1,1,0,9.765
14,0,26,0,825,23,7,4,3,1,2,0,26.85
5,0,25,0,305,6,17,2,4,1,2,0,7.125
13,0,24,1,1350,30,15,10,2,1,1,0,67.5
5,0,24,1,3350,59,7,20,3,1,1,0,102.6
5,0,17,1,1820,24,24,11,3,1,1,0,61.8
19,0,16,2,6518,139,81,39,2,2,1,0,329.76
15,0,14,1,9058,169,69,37,5,1,1,0,48.74
11,0,15,4,2978,43,27,16,3,1,1,0,97.44
5,0,8,2,4515,38,211,7,3,1,1,0,198.75
6,1,8,2,1613,17,7,4,3,1,1,1,50.49
17,0,40,3,5275,87,33,34,3,1,1,0,168.15
9,0,41,0,1223,21,35,21,3,1,2,0,47.19
19,0,39,3,3358,76,387,41,3,1,1,0,216.84
19,0,40,3,5103,82,29,52,1,1,1,0,323.58
12,0,40,3,3298,74,30,50,2,1,1,0,161.91
20,0,40,4,4680,98,60,45,3,1,1,0,158.4
13,0,40,3,3265,55,313,35,4,1,1,0,95.925
22,1,39,5,10020,137,172,60,3,1,1,0,352.2
16,0,40,3,14678,185,28,61,3,1,1,0,448.74
16,0,40,4,5420,99,30,42,3,1,1,0,171.6
15,0,40,3,6823,111,35,29,3,1,1,0,215.19
18,0,40,0,3143,70,36,34,3,1,2,0,105.09
34,1,40,6,16045,241,82,49,3,2,1,0,505.95
13,0,40,4,4000,43,511,25,4,1,1,0,136.65
18,0,39,3,16390,198,178,47,2,1,1,0,817.65
12,0,39,4,7405,102,214,43,3,1,1,0,286.35
9,0,39,0,1780,30,28,28,2,1,2,0,92.7
11,0,40,0,1615,30,41,25,3,1,2,0,60.75
9,1,39,0,905,16,28,17,2,1,2,1,53.325
12,0,39,3,8413,143,412,60,3,1,1,0,375.99
16,0,39,4,12370,170,39,64,4,1,1,0,191.4
17,0,39,4,7623,91,136,54,2,2,1,0,404.235
32,1,35,0,1860,63,44,34,3,1,2,1,69
30,0,38,1,11340,109,29,59,5,1,1,0,58.15
22,0,38,4,6723,114,54,41,3,1,1,0,217.89
10,0,36,3,3745,38,28,31,3,1,1,0,120.75
18,1,37,0,3895,57,37,33,3,1,2,1,127.95
18,0,38,0,3173,60,62,48,4,1,2,1,56.895
9,0,38,0,1038,18,28,19,3,1,2,1,39.54
10,0,38,3,2573,41,28,23,4,1,1,0,42.795
12,0,35,4,7690,113,42,39,5,1,1,0,40.55
9,0,38,0,1533,23,37,21,4,1,2,1,28.545
9,0,38,4,1243,20,32,19,5,1,1,0,7.815
34,0,33,6,16980,254,28,97,2,2,1,0,776.7
15,0,36,6,7870,132,299,50,3,2,1,0,325.8
11,0,38,3,4623,98,30,45,3,1,1,0,147.69
12,1,37,0,2570,60,66,37,4,1,2,1,48.45
15,0,38,3,3685,69,203,40,2,1,1,0,257.175
13,0,29,4,2220,52,221,28,3,2,1,0,132.9
13,0,28,3,2473,55,58,85,5,1,1,0,15.265
20,0,29,0,1605,41,38,24,3,1,2,0,59.55
9,0,28,0,1730,26,49,20,4,1,2,0,33.3
19,0,27,3,2130,48,47,30,2,1,1,0,117
11,0,27,3,4130,77,36,40,3,1,1,0,134.7
11,0,20,3,2600,42,56,31,3,1,1,0,94.8
25,0,19,4,7298,157,113,59,2,2,1,0,379.26
21,0,17,3,9838,187,101,57,5,1,1,0,54.24
17,0,18,6,3758,61,59,36,3,2,1,0,130.44
11,0,11,4,5295,56,243,27,3,2,1,0,231.75
12,1,11,4,2393,35,28,24,3,1,1,1,80.19
9,0,40,0,4075,67,7,4,3,1,1,0,124.35
5,0,41,0,305,6,7,2,3,1,2,0,11.25
11,0,39,0,2158,56,345,11,3,1,1,0,168.24
11,0,40,0,3903,62,7,22,1,1,1,0,238.38
5,0,40,0,2098,54,7,20,2,1,1,0,97.56
12,0,40,0,3480,78,18,15,3,1,1,0,109.8
5,0,40,0,2065,35,271,5,3,1,1,0,143.25
14,0,39,1,8820,117,130,30,3,1,1,0,303.6
8,0,40,0,13478,165,7,31,3,1,1,0,406.44
8,0,40,0,4220,79,7,12,3,1,1,0,128.7
7,0,40,1,5623,91,7,17,3,1,1,0,170.79
10,0,40,0,1943,50,7,4,3,1,2,0,60.39
26,0,40,2,14845,221,40,19,3,1,1,0,457.35
5,0,40,1,2800,23,469,9,3,1,1,0,224.7
10,0,39,0,15190,178,136,17,2,1,1,0,744.75
5,0,39,0,6205,82,172,13,3,1,1,0,237.75
5,0,39,0,580,10,7,2,2,1,2,0,29.25
5,0,40,0,415,10,7,2,3,1,2,0,14.55
5,0,39,0,305,6,7,2,2,1,2,1,16.875
5,0,39,0,7213,123,370,30,3,1,1,0,327.39
8,0,39,0,11170,150,7,34,4,1,1,0,168.6
9,0,39,0,6423,71,94,24,2,1,1,0,331.335
24,0,35,0,660,43,7,4,3,1,2,1,21.9
22,0,38,7,10140,89,7,29,5,1,1,0,51.05
14,0,38,0,5523,94,12,11,2,1,1,1,253.935
5,0,36,1,2545,18,7,6,3,1,1,0,78.45
10,0,37,0,2695,37,7,3,3,1,2,1,82.95
10,0,38,0,1973,40,20,18,3,1,2,1,65.19
5,1,38,0,305,6,7,2,3,1,2,1,11.25
5,0,38,1,1373,21,7,2,4,1,1,0,21.645
5,0,35,0,6490,93,7,9,5,1,1,0,32.8
5,0,38,0,305,6,7,2,4,1,2,1,5.625
5,0,38,0,305,6,7,2,5,1,1,0,1.875
26,0,33,2,15780,234,7,67,2,1,1,0,713.25
7,0,36,2,6670,112,257,20,3,2,1,0,277.2
5,0,38,0,3423,78,7,15,3,1,1,0,104.79
5,0,37,0,1370,40,24,7,3,1,2,0,48.3
7,0,38,0,2485,49,161,10,2,1,1,0,184.275
5,0,29,1,1020,32,179,2,3,2,1,0,84.3
5,0,28,0,1273,35,16,55,4,1,1,0,21.495
12,0,29,0,405,21,7,2,3,1,2,0,14.25
5,0,28,0,305,6,7,2,4,1,2,0,5.625
11,0,27,1,930,28,7,2,2,1,1,0,45
5,0,27,0,2930,57,7,10,3,1,1,0,90
5,0,20,1,1400,22,14,2,2,1,1,0,69.3
17,0,19,0,6098,137,71,29,2,2,1,0,306.36
13,0,17,0,8638,167,59,27,5,1,1,0,46.14
9,0,18,2,2558,41,17,6,3,1,1,0,81.84
5,0,11,1,4095,36,201,25,3,1,1,0,183.15
5,1,11,1,1193,15,7,2,3,1,1,1,37.89
13,0,41,2,4790,83,44,23,3,1,1,0,156.9
5,0,42,0,738,17,46,10,3,1,2,0,35.94
15,0,40,2,2873,72,398,30,3,1,1,0,205.59
15,0,41,2,4618,78,40,41,1,1,1,0,301.08
8,0,41,2,2813,70,41,39,2,1,1,0,145.035
16,0,41,3,4195,94,71,34,3,1,1,0,147.15
9,0,41,2,2780,51,324,24,4,1,1,0,90.3
18,0,40,4,9535,133,183,49,3,1,1,0,340.95
12,0,41,2,14193,181,39,50,3,1,1,0,437.49
12,0,41,3,4935,95,41,31,4,1,1,0,80.175
11,0,41,2,6338,107,46,18,3,1,1,0,203.94
14,1,41,0,2658,66,47,23,4,1,2,0,46.92
30,0,41,5,15560,237,93,38,3,1,1,0,494.7
9,0,41,3,3515,39,522,14,4,1,1,0,131.025
14,0,40,2,15905,194,189,36,3,1,1,0,533.85
8,0,40,3,6920,98,225,32,4,1,1,0,137.55
5,0,40,0,1295,26,39,17,3,1,2,0,50.55
7,0,41,0,1130,26,52,14,3,1,2,0,49.5
5,0,40,0,420,12,39,6,3,1,2,1,24.3
8,0,40,2,7928,139,423,49,3,1,1,0,364.74
12,0,40,3,11885,166,50,53,4,1,1,0,185.775
13,0,40,3,7138,87,147,43,3,1,1,0,258.24
28,1,36,0,1375,59,55,23,3,1,2,1,57.75
26,0,39,10,10855,105,40,48,5,2,1,0,56.275
18,0,39,3,6238,110,65,30,3,1,1,0,206.64
6,0,37,2,3260,34,39,20,4,1,1,0,54.75
14,0,38,0,3410,53,48,22,3,1,2,1,116.7
14,1,39,0,2688,56,73,37,4,1,2,1,51.27
5,0,39,0,553,14,39,8,3,1,2,1,28.29
6,0,39,2,2088,37,39,12,4,1,1,0,37.17
8,0,36,3,7205,109,53,28,5,1,1,0,38.675
5,0,39,0,1048,19,48,10,4,1,2,1,22.92
5,0,39,3,758,16,43,8,5,1,1,0,5.94
30,0,34,5,16495,250,39,86,2,2,1,0,759.825
11,0,37,5,7385,128,310,39,3,2,1,0,314.55
7,0,39,2,4138,94,41,34,3,1,1,0,136.44
8,0,38,0,2085,56,77,26,4,1,2,0,42.825
11,0,39,2,3200,65,214,29,3,1,1,0,160.2
9,0,30,3,1735,48,232,17,3,2,1,0,121.65
9,0,29,2,1988,51,69,74,5,1,1,0,13.39
16,0,30,0,1120,37,49,13,3,1,2,0,48.3
5,0,29,0,1245,22,60,9,4,1,2,0,27.675
15,0,28,2,1645,44,58,19,2,1,1,0,100.125
7,0,28,2,3645,73,47,29,4,1,1,0,61.725
7,0,21,2,2115,38,67,20,3,1,1,0,83.55
21,0,20,3,6813,153,124,48,2,2,1,0,362.385
17,0,18,2,9353,183,112,46,5,1,1,0,52.365
13,0,19,5,3273,57,70,25,4,1,1,0,59.595
7,0,12,3,4810,52,254,16,3,1,1,0,220.5
8,1,12,3,1908,31,39,13,3,1,1,1,68.94
13,0,39,0,4560,71,7,15,2,1,1,0,208.35
5,0,40,0,305,6,7,2,2,1,2,0,16.875
15,0,38,0,2643,60,334,22,2,1,1,0,269.235
15,0,39,0,4388,66,7,33,1,1,1,0,267.48
8,0,39,0,2583,58,7,31,1,1,1,0,159.18
16,0,39,1,3965,82,7,26,3,1,1,0,121.05
9,0,39,0,2550,39,260,16,3,1,1,0,154.5
18,0,38,2,9305,121,119,41,3,1,1,0,314.85
12,0,39,0,13963,169,7,42,3,1,1,0,420.99
12,0,39,1,4705,83,7,23,3,1,1,0,143.25
11,0,39,0,6108,95,7,10,2,1,1,0,278.01
14,1,39,0,2428,54,7,15,3,1,2,0,74.94
30,0,39,3,15330,225,29,30,3,1,1,0,468.6
9,0,39,1,3285,27,458,6,3,1,1,0,235.95
14,0,38,0,15675,182,125,28,2,1,1,0,761.625
8,0,38,1,6690,86,161,24,3,1,1,0,249
5,0,38,0,1065,14,7,9,2,1,2,0,51.075
7,0,39,0,900,14,7,6,2,1,2,0,43.65
5,0,38,0,305,6,7,2,2,1,2,1,16.875
8,0,38,0,7698,127,359,41,2,1,1,0,507.96
12,0,38,1,11655,154,7,45,3,1,1,0,351.75
13,0,38,1,6908,75,83,35,2,1,1,0,348.21
28,1,34,0,1145,47,7,15,2,1,2,1,54.675
26,0,37,8,10625,93,7,40,4,1,1,0,160.425
18,0,37,1,6008,98,7,22,2,1,1,1,273.51
6,0,35,0,3030,22,7,12,3,1,1,0,93
14,0,36,0,3180,41,7,14,3,1,2,1,97.5
14,0,37,0,2458,44,9,29,3,1,2,1,76.44
5,1,37,0,305,6,7,2,3,1,2,1,11.25
6,0,37,0,1858,25,7,4,3,1,1,0,57.84
8,0,34,1,6975,97,7,20,4,1,1,0,105.675
5,0,37,0,818,7,7,2,4,1,2,1,13.32
5,0,37,1,305,6,7,2,5,1,1,0,1.875
30,0,32,3,16265,238,7,78,2,1,1,0,735.075
11,0,35,3,7155,116,246,31,2,2,1,0,432.675
7,0,37,0,3908,82,7,26,2,1,1,0,179.01
8,0,36,0,1855,44,13,18,3,1,2,0,59.55
11,0,37,0,2970,53,150,21,2,1,1,0,201.15
9,0,28,1,1505,36,168,9,2,2,1,0,143.325
9,0,27,0,1758,39,7,66,4,1,1,0,27.42
16,0,28,0,890,25,7,5,2,1,2,0,43.2
5,0,27,0,1015,10,7,2,4,1,2,0,16.275
15,0,26,0,1415,32,7,11,2,1,1,0,66.825
7,0,26,0,3415,61,7,21,3,1,1,0,104.55
7,0,19,0,1885,26,7,12,2,1,1,0,87.975
21,0,18,1,6583,141,60,40,1,2,1,0,430.98
17,0,16,0,9123,171,48,38,4,1,1,0,144.045
13,0,17,3,3043,45,7,17,3,1,1,0,93.39
7,0,10,1,4580,40,190,8,3,1,1,0,194.4
8,0,10,1,1678,19,7,5,3,1,1,1,52.44
15,0,40,1,4865,78,21,22,3,1,1,0,152.25
7,0,41,0,813,12,23,9,3,1,2,0,31.29
17,0,39,1,2948,67,375,29,3,1,1,0,200.94
17,0,40,1,4693,73,17,40,1,1,1,0,291.78
10,0,40,1,2888,65,18,38,2,1,1,0,138.06
18,0,40,2,4270,89,48,33,3,1,1,0,142.5
11,0,40,1,2855,46,301,23,3,1,1,0,175.95
20,0,39,3,9610,128,160,48,3,1,1,0,336.3
14,0,40,1,14268,176,16,49,3,1,1,0,432.84
14,0,40,2,5010,90,18,30,3,1,1,0,155.7
13,0,40,1,6413,102,23,17,3,1,1,0,199.29
16,0,40,0,2733,61,24,22,3,1,2,0,89.19
32,1,40,4,15635,232,70,37,3,1,1,0,490.05
11,0,40,2,3590,34,499,13,3,1,1,0,257.4
16,0,39,1,15980,189,166,35,2,1,1,0,793.8
10,0,39,2,6995,93,202,31,3,1,1,0,270.45
7,0,39,0,1370,21,16,16,2,1,2,0,68.85
9,0,40,0,1205,21,29,13,3,1,2,0,44.85
7,0,39,0,495,7,16,5,2,1,2,1,29.475
10,0,39,1,8003,134,400,48,3,1,1,0,360.09
14,0,39,2,11960,161,27,52,4,1,1,0,183.45
15,0,39,2,7213,82,124,42,2,1,1,0,380.385
30,1,35,0,1450,54,32,22,3,1,2,1,53.1
28,0,38,9,10930,100,17,47,5,1,1,0,55.5
20,0,38,2,6313,105,42,29,2,1,1,0,302.985
8,0,36,1,3335,29,16,19,3,1,1,0,104.85
16,1,37,0,3485,48,25,21,3,1,2,1,112.05
16,1,38,0,2763,51,50,36,4,1,2,1,48.945
7,0,38,0,628,9,16,7,3,1,2,1,23.64
8,0,38,1,2163,32,16,11,4,1,1,0,34.845
10,0,35,2,7280,104,30,27,5,1,1,0,37.9
7,0,38,0,1123,14,25,9,4,1,2,1,20.595
7,0,38,2,833,11,20,7,5,1,1,0,5.165
32,0,33,4,16570,245,16,85,2,2,1,0,752.85
13,0,36,4,7460,123,287,38,3,2,1,0,309.9
9,0,38,1,4213,89,18,33,3,1,1,0,131.79
10,0,37,0,2160,51,54,25,3,1,2,0,81
13,0,38,1,3275,60,191,28,2,1,1,0,233.325
11,0,29,2,1810,43,209,16,3,2,1,0,117
11,0,28,1,2063,46,46,73,5,1,1,0,12.615
18,0,29,0,1195,32,26,12,3,1,2,0,43.65
7,0,28,0,1320,17,37,8,4,1,2,0,25.35
17,0,27,1,1720,39,35,18,2,1,1,0,93.15
9,0,27,1,3720,68,24,28,3,1,1,0,118.8
9,0,20,1,2190,33,44,19,3,1,1,0,78.9
23,0,19,2,6887,148,101,47,2,2,1,0,355.365
19,0,17,1,9427,178,89,45,5,1,1,0,51.585
15,0,18,4,3347,52,47,24,3,1,1,0,114.51
9,0,11,2,4885,47,231,15,3,1,1,0,215.85
10,1,11,2,1982,26,16,12,3,1,1,1,64.26
11,0,40,1,4485,76,3,16,3,1,1,0,135.45
3,0,41,0,433,10,5,3,3,1,2,0,14.49
13,0,39,1,2568,65,357,23,3,1,1,0,184.14
13,0,40,1,4313,71,0,34,1,1,1,0,258.78
6,0,40,1,2508,63,0,32,2,1,1,0,112.86
14,0,40,2,3890,87,30,27,3,1,1,0,125.7
7,0,40,1,2475,44,283,17,3,1,1,0,159.15
16,0,39,3,9230,126,142,42,3,1,1,0,319.5
10,0,40,1,13888,174,0,43,3,1,1,0,416.64
10,0,40,2,4630,88,0,24,3,1,1,0,138.9
9,0,40,1,6033,100,5,11,3,1,1,0,182.49
12,1,40,0,2353,59,6,16,3,1,2,0,72.39
28,0,40,4,15255,230,52,31,3,1,1,0,473.25
7,0,40,2,3210,32,481,7,3,1,1,0,240.6
12,0,39,1,15600,187,148,29,2,1,1,0,768.6
6,0,39,2,6615,91,184,25,3,1,1,0,253.65
3,0,39,0,990,19,0,10,2,1,2,0,44.55
5,0,40,0,825,19,11,7,3,1,2,0,28.05
0,0,39,0,0,0,0,0,2,1,2,1,0
6,0,39,1,7623,132,382,42,3,1,1,0,343.29
10,0,39,2,11580,159,9,46,4,1,1,0,175.05
11,0,39,2,6833,80,106,36,2,1,1,0,355.185
26,1,35,0,1070,52,14,16,3,1,2,1,36.3
24,0,38,9,10550,98,0,41,5,1,1,0,52.75
16,0,38,2,5933,103,24,23,2,1,1,0,277.785
4,0,36,1,2955,27,0,13,3,1,1,0,88.65
12,0,37,0,3105,46,7,15,3,1,2,1,95.25
12,0,38,0,2383,49,32,30,4,1,2,1,40.545
3,0,38,0,248,7,0,1,3,1,2,1,7.44
4,0,38,1,1783,30,0,5,4,1,1,0,26.745
6,0,35,2,6900,102,12,21,5,1,1,0,35.1
3,0,38,0,743,12,7,3,4,1,2,1,12.195
3,0,38,2,453,9,2,1,5,1,1,0,2.365
28,0,33,4,16190,243,0,79,2,2,1,0,728.55
9,0,36,4,7080,121,269,32,3,2,1,0,293.1
5,0,38,1,3833,87,0,27,3,1,1,0,114.99
6,0,37,0,1780,49,36,19,3,1,2,0,64.2
9,0,38,1,2895,58,173,22,2,1,1,0,208.125
7,0,29,2,1430,41,191,10,3,2,1,0,100.2
7,0,28,1,1683,44,28,67,5,1,1,0,9.815
14,0,29,0,815,30,8,6,3,1,2,0,26.85
3,0,28,0,940,15,19,2,4,1,2,0,16.95
13,0,27,1,1340,37,17,12,2,1,1,0,67.95
5,0,27,1,3340,66,6,22,3,1,1,0,102
5,0,20,1,1810,31,26,13,3,1,1,0,62.1
19,0,19,2,6507,146,83,41,2,2,1,0,330.165
15,0,17,1,9047,176,71,39,5,1,1,0,48.785
11,0,18,4,2967,50,29,18,3,1,1,0,97.71
5,0,11,2,4505,45,213,9,3,1,1,0,199.05
6,1,11,2,1602,24,0,6,3,1,1,1,48.06
11,0,35,0,4675,71,4,18,2,1,1,0,212.175
3,0,36,0,623,5,6,5,2,1,2,0,30.735
13,0,34,0,2758,60,358,25,2,1,1,0,285.21
13,0,35,0,4503,66,0,36,1,1,1,0,270.18
6,0,35,0,2698,58,1,34,1,1,1,0,162.48
14,0,35,1,4080,82,31,29,3,1,1,0,131.7
7,0,35,0,2665,39,284,19,3,1,1,0,165.15
16,0,34,2,9420,121,143,44,3,1,1,0,325.5
10,0,35,0,14078,169,0,45,3,1,1,0,422.34
10,0,35,1,4820,83,1,26,3,1,1,0,144.9
9,0,35,0,6223,95,6,13,2,1,1,0,282.735
12,0,35,0,2543,54,7,18,3,1,2,0,78.39
28,0,35,3,15445,225,53,33,3,1,1,0,479.25
7,0,35,1,3400,27,482,9,3,1,1,0,246.6
12,0,34,0,15790,182,149,31,2,1,1,0,777.6
6,0,34,1,6805,86,185,27,3,1,1,0,259.65
3,0,34,0,1180,14,0,12,2,1,2,0,53.1
5,0,35,0,1015,14,12,9,2,1,2,0,51.075
0,0,34,0,0,0,0,0,2,1,2,1,0
6,0,34,0,7813,127,383,44,2,1,1,0,523.935
10,0,34,1,11770,154,10,48,3,1,1,0,356.1
11,0,34,1,7023,75,107,38,2,1,1,0,364.185
26,1,30,0,1260,47,15,18,2,1,2,1,63.45
24,0,33,8,10740,93,0,43,4,1,1,0,161.1
16,0,33,1,6123,98,25,25,2,1,1,1,286.785
4,0,31,0,3145,22,0,15,3,1,1,0,94.35
12,1,32,0,3295,41,8,17,3,1,2,1,101.25
12,0,33,0,2573,44,33,32,3,1,2,1,87.09
3,0,33,0,438,2,0,3,3,1,2,1,13.14
4,0,33,0,1973,25,0,7,3,1,1,0,59.19
6,0,30,1,7090,97,13,23,4,1,1,0,108.3
3,0,33,0,933,7,8,5,4,1,2,1,15.195
3,0,33,1,643,4,3,3,5,1,1,0,3.365
28,0,28,3,16380,238,0,81,2,1,1,0,737.1
9,0,31,3,7270,116,270,34,2,2,1,0,448.65
5,0,33,0,4023,82,1,29,2,1,1,0,181.485
6,0,32,0,1970,44,37,21,3,1,2,0,70.2
9,0,33,0,3085,53,174,24,2,1,1,0,217.125
7,0,24,1,1620,36,192,12,2,2,1,0,159.3
7,0,23,0,1873,39,29,69,4,1,1,0,32.445
14,0,24,0,1005,25,9,8,2,1,2,0,49.275
3,0,23,0,1130,10,20,4,4,1,2,0,19.95
13,0,22,0,1530,32,18,14,2,1,1,0,76.95
5,0,22,0,3530,61,7,24,3,1,1,0,108
5,0,15,0,2000,26,27,15,2,1,1,0,102.15
19,0,14,1,6697,141,84,43,1,2,1,0,452.22
15,0,12,0,9237,171,72,41,4,1,1,0,149.355
11,0,13,3,3157,45,30,20,3,1,1,0,103.71
5,0,6,1,4695,40,214,11,3,1,1,0,205.05
6,0,6,1,1792,19,0,8,3,1,1,1,53.76
15,0,45,2,4675,83,20,20,3,1,1,0,146.25
7,0,46,0,623,17,22,7,3,1,2,0,25.29
17,0,44,2,2758,72,374,27,3,1,1,0,194.94
17,0,45,2,4503,78,16,38,1,1,1,0,279.78
